../images/stained/stained_0116.jpg,4
../images/bumpy/bumpy_0108.jpg,38
../images/stratified/stratified_0134.jpg,16
../images/interlaced/interlaced_0112.jpg,33
../images/braided/braided_0130.jpg,2
../images/perforated/perforated_0077.jpg,31
../images/sprinkled/sprinkled_0094.jpg,36
../images/interlaced/interlaced_0170.jpg,33
../images/wrinkled/wrinkled_0114.jpg,5
../images/swirly/swirly_0120.jpg,3
../images/striped/striped_0090.jpg,28
../images/bumpy/bumpy_0168.jpg,38
../images/bubbly/bubbly_0155.jpg,19
../images/polka-dotted/polka-dotted_0094.jpg,20
../images/chequered/chequered_0174.jpg,30
../images/grooved/grooved_0064.jpg,7
../images/honeycombed/honeycombed_0042.jpg,23
../images/freckled/freckled_0164.jpg,24
../images/lined/lined_0047.jpg,26
../images/grid/grid_0008.jpg,45
../images/chequered/chequered_0049.jpg,30
../images/freckled/freckled_0122.jpg,24
../images/sprinkled/sprinkled_0140.jpg,36
../images/stained/stained_0117.jpg,4
../images/lacelike/lacelike_0099.jpg,44
../images/crosshatched/crosshatched_0151.jpg,1
../images/cracked/cracked_0129.jpg,17
../images/lined/lined_0033.jpg,26
../images/bumpy/bumpy_0171.jpg,38
../images/grid/grid_0121.jpg,45
../images/polka-dotted/polka-dotted_0191.jpg,20
../images/studded/studded_0171.jpg,29
../images/knitted/knitted_0133.jpg,9
../images/knitted/knitted_0193.jpg,9
../images/lined/lined_0065.jpg,26
../images/stratified/stratified_0148.jpg,16
../images/frilly/frilly_0102.jpg,35
../images/grooved/grooved_0131.jpg,7
../images/stained/stained_0058.jpg,4
../images/bubbly/bubbly_0158.jpg,19
../images/perforated/perforated_0024.jpg,31
../images/scaly/scaly_0222.jpg,39
../images/woven/woven_0004.jpg,37
../images/zigzagged/zigzagged_0073.jpg,11
../images/smeared/smeared_0087.jpg,14
../images/wrinkled/wrinkled_0123.jpg,5
../images/studded/studded_0036.jpg,29
../images/wrinkled/wrinkled_0095.jpg,5
../images/crystalline/crystalline_0196.jpg,8
../images/porous/porous_0119.jpg,46
../images/dotted/dotted_0142.jpg,0
../images/sprinkled/sprinkled_0071.jpg,36
../images/chequered/chequered_0151.jpg,30
../images/smeared/smeared_0052.jpg,14
../images/crosshatched/crosshatched_0166.jpg,1
../images/grid/grid_0123.jpg,45
../images/fibrous/fibrous_0197.jpg,22
../images/studded/studded_0207.jpg,29
../images/sprinkled/sprinkled_0134.jpg,36
../images/stratified/stratified_0074.jpg,16
../images/stratified/stratified_0151.jpg,16
../images/bubbly/bubbly_0109.jpg,19
../images/studded/studded_0154.jpg,29
../images/grid/grid_0089.jpg,45
../images/honeycombed/honeycombed_0053.jpg,23
../images/crystalline/crystalline_0193.jpg,8
../images/cobwebbed/cobwebbed_0132.jpg,12
../images/porous/porous_0058.jpg,46
../images/dotted/dotted_0163.jpg,0
../images/meshed/meshed_0157.jpg,6
../images/blotchy/blotchy_0126.jpg,42
../images/dotted/dotted_0185.jpg,0
../images/perforated/perforated_0144.jpg,31
../images/dotted/dotted_0133.jpg,0
../images/flecked/flecked_0141.jpg,15
../images/wrinkled/wrinkled_0048.jpg,5
../images/meshed/meshed_0126.jpg,6
../images/banded/banded_0011.jpg,40
../images/chequered/chequered_0088.jpg,30
../images/grid/grid_0081.jpg,45
../images/braided/braided_0116.jpg,2
../images/crystalline/crystalline_0164.jpg,8
../images/scaly/scaly_0110.jpg,39
../images/paisley/paisley_0020.jpg,32
../images/stratified/stratified_0116.jpg,16
../images/flecked/flecked_0081.jpg,15
../images/stained/stained_0062.jpg,4
../images/scaly/scaly_0177.jpg,39
../images/striped/striped_0101.jpg,28
../images/sprinkled/sprinkled_0129.jpg,36
../images/grid/grid_0029.jpg,45
../images/grooved/grooved_0149.jpg,7
../images/lacelike/lacelike_0085.jpg,44
../images/woven/woven_0013.jpg,37
../images/stained/stained_0064.jpg,4
../images/freckled/freckled_0123.jpg,24
../images/grid/grid_0065.jpg,45
../images/porous/porous_0167.jpg,46
../images/chequered/chequered_0195.jpg,30
../images/knitted/knitted_0191.jpg,9
../images/chequered/chequered_0120.jpg,30
../images/fibrous/fibrous_0132.jpg,22
../images/meshed/meshed_0183.jpg,6
../images/veined/veined_0091.jpg,18
../images/fibrous/fibrous_0141.jpg,22
../images/pleated/pleated_0102.jpg,21
../images/pitted/pitted_0145.jpg,34
../images/cracked/cracked_0133.jpg,17
../images/meshed/meshed_0165.jpg,6
../images/fibrous/fibrous_0119.jpg,22
../images/cracked/cracked_0071.jpg,17
../images/knitted/knitted_0126.jpg,9
../images/interlaced/interlaced_0110.jpg,33
../images/paisley/paisley_0107.jpg,32
../images/fibrous/fibrous_0168.jpg,22
../images/paisley/paisley_0081.jpg,32
../images/wrinkled/wrinkled_0113.jpg,5
../images/matted/matted_0124.jpg,41
../images/paisley/paisley_0078.jpg,32
../images/dotted/dotted_0138.jpg,0
../images/cobwebbed/cobwebbed_0126.jpg,12
../images/frilly/frilly_0066.jpg,35
../images/dotted/dotted_0199.jpg,0
../images/marbled/marbled_0079.jpg,13
../images/woven/woven_0002.jpg,37
../images/paisley/paisley_0114.jpg,32
../images/stratified/stratified_0072.jpg,16
../images/grid/grid_0016.jpg,45
../images/crosshatched/crosshatched_0171.jpg,1
../images/cracked/cracked_0120.jpg,17
../images/blotchy/blotchy_0064.jpg,42
../images/veined/veined_0079.jpg,18
../images/matted/matted_0092.jpg,41
../images/fibrous/fibrous_0125.jpg,22
../images/cracked/cracked_0125.jpg,17
../images/cracked/cracked_0153.jpg,17
../images/bumpy/bumpy_0104.jpg,38
../images/interlaced/interlaced_0162.jpg,33
../images/veined/veined_0115.jpg,18
